project_id,project_name,action_description,action_status,action_gyr,risk_description,milestone_description,gyr_constraint,gyr_status,previous_gyr_status,gyr_comments,project_created_at
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",schedule,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",schedule,yellow,green,"Not sure if our missing security system will have any impact at this time but we are working to see that it does not","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,green,green,"We are still all good with the schedule and plan","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",resources,green,NULL,"need to ensure we keep the right people available as per the agreed plan. so far so good","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",procurement,green,NULL,"Procurement is critical to monitor throughout the project since we are depending on the availability of equipment to ensure we hit the due dates. We will continue to monitor.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",scope,green,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",budget,yellow,green,"Will be getting the results of the security system selection and see if it can fit within the contingency amount","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,yellow,green,"We have a plan in place that will accommodate the 2 weeks contingency we have from the start. We will monitor this.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",resources,green,green,"remains in control after last review of resources","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",procurement,green,green,"The procurement of the required cabinets and fixtures is in process according to plan","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",scope,green,green,"Scope changed due to additional security system but is steady now","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,green,yellow,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,yellow,green,"back to yellow because we are experiencing supply delays with the building material","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",schedule,red,yellow,"this may need to change. we should meet","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,green,yellow,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",risk,red,NULL,"we have some rather high impact risks that continue to need to be managed","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,yellow,green,"By following these procedures, businesses can ensure that they are conducting a systematic investigation or search carried out in a scientific or technological field by means of experimentation or analysis, and therefore meeting the eligibility criteria for the SR&ED tax credit","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,yellow,yellow,"existing system had limited functionality for importing project plans, and we were uncertain about the compatibility of the CSV file format and structure with our application.

To address this uncertainty, we undertook significant experimentation, prototyping, and innovation efforts. We formulated a hypothesis about the compatibility of different CSV file formats and structures with our application, and tested this hypothesis through systematic experimentation. Through this process, we developed a custom CSV import module that seamlessly integrated with our project work tracking application.

Our R&D efforts focused on developing a new and novel solution to the technological uncertainty, which could not be resolved using standard practice or existing knowledge. By developing a custom software module and implementing enhanced functionality for manipulating and analyzing the data within our application, we were able to significantly improve our project management processes.

Overall, our R&D efforts focused on addressing the technological uncertainties related to importing project plans in CSV format, through systematic experimentation, prototyping, and innovation. The resulting custom software module and enhanced application functionality represent a significant innovation and a new solution to the technological challenges faced by our organization.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,green,yellow,"We are back to 'GREEN' and back on schedule.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,yellow,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,yellow,yellow,"We are having to resend our order for the new security system and the delivery may delay the coffee shop opening.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,red,yellow,"big trouble","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,green,red,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",schedule,green,red,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",quality,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",quality,green,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",technology,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",technology,red,green,"We are experiencing a slowdown in the build based on a lack of training. We need to book training sessions.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",quality,yellow,green,"We have some issues with the full setup of the infrastructure but we are working through that","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",budget,red,yellow,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",budget,red,red,"we need to meet since the overtime on the work is putting us way over for the project budget as planned","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,red,green,"moving to RED since the budget is RED","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",resources,yellow,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,green,red,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Store Fixtures Installed",overall,red,green,"Budget issues","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",scope,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",budget,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",schedule,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",schedule,yellow,green,"Not sure if our missing security system will have any impact at this time but we are working to see that it does not","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,green,green,"We are still all good with the schedule and plan","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",resources,green,NULL,"need to ensure we keep the right people available as per the agreed plan. so far so good","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",procurement,green,NULL,"Procurement is critical to monitor throughout the project since we are depending on the availability of equipment to ensure we hit the due dates. We will continue to monitor.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",scope,green,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",budget,yellow,green,"Will be getting the results of the security system selection and see if it can fit within the contingency amount","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,yellow,green,"We have a plan in place that will accommodate the 2 weeks contingency we have from the start. We will monitor this.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",resources,green,green,"remains in control after last review of resources","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",procurement,green,green,"The procurement of the required cabinets and fixtures is in process according to plan","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",scope,green,green,"Scope changed due to additional security system but is steady now","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,green,yellow,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,yellow,green,"back to yellow because we are experiencing supply delays with the building material","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",schedule,red,yellow,"this may need to change. we should meet","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,green,yellow,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",risk,red,NULL,"we have some rather high impact risks that continue to need to be managed","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,yellow,green,"By following these procedures, businesses can ensure that they are conducting a systematic investigation or search carried out in a scientific or technological field by means of experimentation or analysis, and therefore meeting the eligibility criteria for the SR&ED tax credit","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,yellow,yellow,"existing system had limited functionality for importing project plans, and we were uncertain about the compatibility of the CSV file format and structure with our application.

To address this uncertainty, we undertook significant experimentation, prototyping, and innovation efforts. We formulated a hypothesis about the compatibility of different CSV file formats and structures with our application, and tested this hypothesis through systematic experimentation. Through this process, we developed a custom CSV import module that seamlessly integrated with our project work tracking application.

Our R&D efforts focused on developing a new and novel solution to the technological uncertainty, which could not be resolved using standard practice or existing knowledge. By developing a custom software module and implementing enhanced functionality for manipulating and analyzing the data within our application, we were able to significantly improve our project management processes.

Overall, our R&D efforts focused on addressing the technological uncertainties related to importing project plans in CSV format, through systematic experimentation, prototyping, and innovation. The resulting custom software module and enhanced application functionality represent a significant innovation and a new solution to the technological challenges faced by our organization.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,green,yellow,"We are back to 'GREEN' and back on schedule.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,yellow,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,yellow,yellow,"We are having to resend our order for the new security system and the delivery may delay the coffee shop opening.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,red,yellow,"big trouble","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,green,red,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",schedule,green,red,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",quality,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",quality,green,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",technology,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",technology,red,green,"We are experiencing a slowdown in the build based on a lack of training. We need to book training sessions.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",quality,yellow,green,"We have some issues with the full setup of the infrastructure but we are working through that","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",budget,red,yellow,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",budget,red,red,"we need to meet since the overtime on the work is putting us way over for the project budget as planned","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,red,green,"moving to RED since the budget is RED","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",resources,yellow,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,green,red,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Supplies Ready in Shop",overall,red,green,"Budget issues","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",scope,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",budget,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",schedule,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",schedule,yellow,green,"Not sure if our missing security system will have any impact at this time but we are working to see that it does not","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,green,green,"We are still all good with the schedule and plan","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",resources,green,NULL,"need to ensure we keep the right people available as per the agreed plan. so far so good","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",procurement,green,NULL,"Procurement is critical to monitor throughout the project since we are depending on the availability of equipment to ensure we hit the due dates. We will continue to monitor.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",scope,green,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",budget,yellow,green,"Will be getting the results of the security system selection and see if it can fit within the contingency amount","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,yellow,green,"We have a plan in place that will accommodate the 2 weeks contingency we have from the start. We will monitor this.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",resources,green,green,"remains in control after last review of resources","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",procurement,green,green,"The procurement of the required cabinets and fixtures is in process according to plan","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",scope,green,green,"Scope changed due to additional security system but is steady now","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,green,yellow,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,yellow,green,"back to yellow because we are experiencing supply delays with the building material","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",schedule,red,yellow,"this may need to change. we should meet","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,green,yellow,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",risk,red,NULL,"we have some rather high impact risks that continue to need to be managed","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,yellow,green,"By following these procedures, businesses can ensure that they are conducting a systematic investigation or search carried out in a scientific or technological field by means of experimentation or analysis, and therefore meeting the eligibility criteria for the SR&ED tax credit","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,yellow,yellow,"existing system had limited functionality for importing project plans, and we were uncertain about the compatibility of the CSV file format and structure with our application.

To address this uncertainty, we undertook significant experimentation, prototyping, and innovation efforts. We formulated a hypothesis about the compatibility of different CSV file formats and structures with our application, and tested this hypothesis through systematic experimentation. Through this process, we developed a custom CSV import module that seamlessly integrated with our project work tracking application.

Our R&D efforts focused on developing a new and novel solution to the technological uncertainty, which could not be resolved using standard practice or existing knowledge. By developing a custom software module and implementing enhanced functionality for manipulating and analyzing the data within our application, we were able to significantly improve our project management processes.

Overall, our R&D efforts focused on addressing the technological uncertainties related to importing project plans in CSV format, through systematic experimentation, prototyping, and innovation. The resulting custom software module and enhanced application functionality represent a significant innovation and a new solution to the technological challenges faced by our organization.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,green,yellow,"We are back to 'GREEN' and back on schedule.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,yellow,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,yellow,yellow,"We are having to resend our order for the new security system and the delivery may delay the coffee shop opening.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,red,yellow,"big trouble","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,green,red,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",schedule,green,red,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",quality,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",quality,green,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",technology,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",technology,red,green,"We are experiencing a slowdown in the build based on a lack of training. We need to book training sessions.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",quality,yellow,green,"We have some issues with the full setup of the infrastructure but we are working through that","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",budget,red,yellow,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",budget,red,red,"we need to meet since the overtime on the work is putting us way over for the project budget as planned","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,red,green,"moving to RED since the budget is RED","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",resources,yellow,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,green,red,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"All staff hired and trained",overall,red,green,"Budget issues","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",scope,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",budget,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",schedule,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",schedule,yellow,green,"Not sure if our missing security system will have any impact at this time but we are working to see that it does not","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,green,green,"We are still all good with the schedule and plan","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",resources,green,NULL,"need to ensure we keep the right people available as per the agreed plan. so far so good","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",procurement,green,NULL,"Procurement is critical to monitor throughout the project since we are depending on the availability of equipment to ensure we hit the due dates. We will continue to monitor.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",scope,green,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",budget,yellow,green,"Will be getting the results of the security system selection and see if it can fit within the contingency amount","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,yellow,green,"We have a plan in place that will accommodate the 2 weeks contingency we have from the start. We will monitor this.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",resources,green,green,"remains in control after last review of resources","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",procurement,green,green,"The procurement of the required cabinets and fixtures is in process according to plan","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",scope,green,green,"Scope changed due to additional security system but is steady now","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,green,yellow,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,yellow,green,"back to yellow because we are experiencing supply delays with the building material","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",schedule,red,yellow,"this may need to change. we should meet","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,green,yellow,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",risk,red,NULL,"we have some rather high impact risks that continue to need to be managed","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,yellow,green,"By following these procedures, businesses can ensure that they are conducting a systematic investigation or search carried out in a scientific or technological field by means of experimentation or analysis, and therefore meeting the eligibility criteria for the SR&ED tax credit","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,yellow,yellow,"existing system had limited functionality for importing project plans, and we were uncertain about the compatibility of the CSV file format and structure with our application.

To address this uncertainty, we undertook significant experimentation, prototyping, and innovation efforts. We formulated a hypothesis about the compatibility of different CSV file formats and structures with our application, and tested this hypothesis through systematic experimentation. Through this process, we developed a custom CSV import module that seamlessly integrated with our project work tracking application.

Our R&D efforts focused on developing a new and novel solution to the technological uncertainty, which could not be resolved using standard practice or existing knowledge. By developing a custom software module and implementing enhanced functionality for manipulating and analyzing the data within our application, we were able to significantly improve our project management processes.

Overall, our R&D efforts focused on addressing the technological uncertainties related to importing project plans in CSV format, through systematic experimentation, prototyping, and innovation. The resulting custom software module and enhanced application functionality represent a significant innovation and a new solution to the technological challenges faced by our organization.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,green,yellow,"We are back to 'GREEN' and back on schedule.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,yellow,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,yellow,yellow,"We are having to resend our order for the new security system and the delivery may delay the coffee shop opening.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,red,yellow,"big trouble","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,green,red,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",schedule,green,red,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",quality,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",quality,green,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",technology,green,NULL,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",technology,red,green,"We are experiencing a slowdown in the build based on a lack of training. We need to book training sessions.","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",quality,yellow,green,"We have some issues with the full setup of the infrastructure but we are working through that","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",budget,red,yellow,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",budget,red,red,"we need to meet since the overtime on the work is putting us way over for the project budget as planned","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,red,green,"moving to RED since the budget is RED","2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",resources,yellow,green,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,green,red,NULL,"2022-10-21 14:12:57"
126,"New Coffee Shop Build",NULL,NULL,NULL,ssss,"Open for Business",overall,red,green,"Budget issues","2022-10-21 14:12:57"
127,"Update POS Systems",NULL,NULL,NULL,"There is a risk that the security portion of the POS will add days and dollars to  the project",NULL,overall,green,NULL,NULL,"2022-11-08 17:20:10"
127,"Update POS Systems",NULL,NULL,NULL,"There is a risk that the security portion of the POS will add days and dollars to  the project",NULL,scope,green,NULL,NULL,"2022-11-08 17:20:10"
127,"Update POS Systems",NULL,NULL,NULL,"There is a risk that the security portion of the POS will add days and dollars to  the project",NULL,budget,green,NULL,NULL,"2022-11-08 17:20:10"
127,"Update POS Systems",NULL,NULL,NULL,"There is a risk that the security portion of the POS will add days and dollars to  the project",NULL,schedule,green,NULL,NULL,"2022-11-08 17:20:10"
127,"Update POS Systems",NULL,NULL,NULL,"There is a risk that the security portion of the POS will add days and dollars to  the project",NULL,overall,yellow,green,"Vendor pricing delayed","2022-11-08 17:20:10"
127,"Update POS Systems",NULL,NULL,NULL,"There is a risk that the security portion of the POS will add days and dollars to  the project",NULL,overall,green,yellow,"back on track","2022-11-08 17:20:10"
