id,creator_id,action_id,owner_contact_id,description,due_date,decision_made,status,progress,gyr,urls,created_at,updated_at
240,,60,5.0,need to review laest standards for tech document inclusion,2022-04-05,0,open,25,green,,2022-03-21 10:56:30,2022-03-21 10:56:30
242,,80,115.0,Walkthrough completed,2022-03-18,1,open,0,green,,2022-03-21 10:56:59,2022-03-21 10:56:59
243,,8,12.0,"having some issues getting the meetings I need to continue, but will escalate with my boss",2022-03-23,0,open,75,green,,2022-03-21 10:57:12,2022-03-21 10:57:12
244,,124,147.0,sssssssss,2022-03-25,0,open,0,green,,2022-03-21 12:18:57,2022-03-21 12:18:57
245,,121,145.0,ddddddddddddddddd,2022-03-22,0,open,90,green,,2022-03-21 12:19:56,2022-03-21 12:19:56
246,,125,145.0,fffffffffffffffff,2022-03-23,0,open,0,green,,2022-03-21 12:21:15,2022-03-21 12:21:15
250,,40,32.0,"Test John Mundy's account with the new CMM version that includes SAML authentication, rather than the current auth method.",2022-02-25,1,closed,100,green,,2022-03-21 15:41:20,2022-03-21 15:41:20
251,,12,25.0,Meeting with Gavincko; Milemarker buffer has been created successfully (marker-replacement data set is created) - next step is to review the error spots.,2022-04-30,1,open,35,green,,2022-03-21 15:43:33,2022-03-21 15:43:33
252,,33,38.0,Send a memo of 6.17 Planned Changes to Michael Pack (requested to be CC'd on email) and to Jeff Beard.,2022-02-07,1,closed,100,green,,2022-03-21 15:44:27,2022-03-21 15:44:27
253,,31,38.0,Release 6.17 User Acceptance Testing,2022-02-21,0,closed,100,green,,2022-03-21 15:44:41,2022-03-21 15:44:41
254,,30,38.0,Release 6.17 Test Cases,2022-02-07,1,closed,100,green,,2022-03-21 15:44:51,2022-03-21 15:44:51
255,,32,37.0,Release 6.17 Go-Live,2022-03-08,1,closed,100,green,,2022-03-21 15:45:03,2022-03-21 15:45:03
256,,127,72.0,action here,2022-03-29,0,open,0,green,,2022-03-22 05:56:13,2022-03-22 05:56:13
257,,127,72.0,action here,2022-03-29,1,open,0,green,,2022-03-22 05:56:31,2022-03-22 05:56:31
258,,127,72.0,action here,2022-03-29,1,closed,0,green,,2022-03-22 05:56:44,2022-03-22 05:56:44
259,,128,72.0,xxxxxxxxxxxxxxx,2022-03-29,0,open,0,green,,2022-03-22 07:02:41,2022-03-22 07:02:41
260,,128,72.0,xxxxxxxxxxxxxxx,2022-03-29,1,open,0,green,,2022-03-22 07:03:31,2022-03-22 07:03:31
261,,128,72.0,xxxxxxxxxxxxxxx,2022-03-29,1,closed,0,green,,2022-03-22 07:03:48,2022-03-22 07:03:48
262,,129,72.0,ssssssssssssss,2022-03-29,0,open,0,green,,2022-03-22 07:09:34,2022-03-22 07:09:34
263,,130,72.0,sssssssssssssssssss,2022-03-29,0,open,0,green,,2022-03-22 07:10:19,2022-03-22 07:10:19
264,,130,72.0,sssssssssssssssssss,2022-03-29,0,closed,0,green,,2022-03-22 07:10:34,2022-03-22 07:10:34
267,,65,,decision by fred vp need  see change,2022-03-25,1,open,100,green,,2022-03-23 11:36:33,2022-03-23 11:36:33
269,,120,128.0,Email sent to Rocky View County with map of water line attached (questions@rockyview.ca),2022-03-31,0,open,85,green,,2022-03-23 14:39:38,2022-03-23 14:39:38
270,,75,159.0,issues with leaking water in the area mopping up is needed each day. will try to get permanent fix,2022-03-19,0,open,0,green,,2022-03-24 07:52:11,2022-03-24 07:52:11
271,,71,159.0,This is more difficult than expected. I have to meet with the VP to get more direction.,2022-03-24,0,open,70,green,,2022-03-24 07:52:49,2022-03-24 07:52:49
272,,69,159.0,this should be done today,2022-03-22,0,open,80,green,,2022-03-24 07:53:50,2022-03-24 07:53:50
273,,61,111.0,still working on it,2022-04-02,0,open,55,green,,2022-03-24 08:10:06,2022-03-24 08:10:06
276,,65,,needed to go back and review documentation,2022-03-25,1,open,85,green,,2022-03-24 09:04:01,2022-03-24 09:04:01
277,,63,76.0,some more needed. will setup meetings,2022-03-21,0,open,30,green,,2022-03-24 09:04:33,2022-03-24 09:04:33
278,,35,1.0,"Take the concerns to the tech director for discussion and approval.
This was decided today in the meeting by Janice Wong. Given to her to proceed and set meeting and get approval.",2022-03-23,1,closed,90,green,,2022-03-24 09:29:57,2022-03-24 09:29:57
279,,34,13.0,we need to meet and establish schedules for support staff to train on the new network,2022-03-31,0,open,60,green,,2022-03-24 09:30:17,2022-03-24 09:30:17
280,,56,43.0,write tech docs,2022-03-24,0,open,85,green,,2022-03-24 09:30:36,2022-03-24 09:30:36
281,,14,27.0,try to do this with the system and see if the email goes ahead as planned,2022-03-31,0,open,60,green,,2022-03-24 09:30:59,2022-03-24 09:30:59
282,,75,159.0,issues with leaking water in the area mopping up is needed each day. will try to get permanent fix,2022-03-19,0,open,20,green,,2022-03-24 10:21:15,2022-03-24 10:21:15
284,,80,115.0,Walkthrough completed,2022-03-18,1,closed,0,green,,2022-03-25 09:04:12,2022-03-25 09:04:12
286,,28,33.0,get it done,2022-01-31,1,closed,15,green,,2022-03-27 06:33:02,2022-03-27 06:33:02
287,,133,33.0,update it now,2022-03-31,0,open,20,green,,2022-03-27 07:11:46,2022-03-27 07:11:46
288,,134,22.0,get it done,2022-03-31,0,open,0,green,,2022-03-27 07:17:49,2022-03-27 07:17:49
289,,135,33.0,action,2022-03-31,0,open,0,green,,2022-03-27 07:20:40,2022-03-27 07:20:40
290,,136,33.0,action 2,2022-04-30,0,open,0,green,,2022-03-27 07:22:12,2022-03-27 07:22:12
291,,27,33.0,Training needed,2024-01-31,1,open,0,green,,2022-03-27 08:11:33,2022-03-27 08:11:33
292,,26,33.0,Hire someone,2022-06-30,0,open,0,green,,2022-03-27 08:11:51,2022-03-27 08:11:51
293,,136,164.0,action 2,2022-04-30,0,open,0,green,,2022-03-27 08:27:37,2022-03-27 08:27:37
294,,135,164.0,action,2022-03-31,0,open,0,green,,2022-03-27 08:27:45,2022-03-27 08:27:45
295,,63,76.0,still working,2022-03-30,0,open,45,green,,2022-03-30 03:36:18,2022-03-30 03:36:18
296,,65,,had to start some work again,2022-04-01,1,open,60,green,,2022-03-30 03:36:54,2022-03-30 03:36:54
297,,8,12.0,work in progress,2022-03-29,0,open,90,green,,2022-03-30 03:37:37,2022-03-30 03:37:37
298,,75,159.0,sssssssss,2022-04-01,0,open,60,green,,2022-03-30 04:17:20,2022-03-30 04:17:20
299,,12,25.0,Change of plans,2022-04-30,1,closed,35,green,,2022-03-30 05:27:09,2022-03-30 05:27:09
300,,36,42.0,set meetings and confirm people will be available,2022-04-04,0,open,50,green,,2022-03-30 15:13:04,2022-03-30 15:13:04
303,,138,153.0,Add missing PTC counties to Event Selection,2022-03-31,1,open,0,green,,2022-03-30 16:10:25,2022-03-30 16:10:25
304,,65,,had to start some work again,2022-04-01,0,open,60,green,,2022-03-31 04:50:34,2022-03-31 04:50:34
307,,63,76.0,the VP was here and said to go ahead,2022-03-30,1,open,45,green,,2022-03-31 04:51:37,2022-03-31 04:51:37
308,,71,159.0,ddddddddddddddd,2022-04-01,0,open,90,green,,2022-03-31 05:20:50,2022-03-31 05:20:50
310,,125,145.0,fffffffffffffffff,2022-03-23,0,closed,0,green,,2022-03-31 07:04:43,2022-03-31 07:04:43
311,,124,147.0,sssssssss,2022-03-25,0,closed,0,green,,2022-03-31 07:04:52,2022-03-31 07:04:52
312,,121,145.0,ddddddddddddddddd,2022-03-22,0,closed,90,green,,2022-03-31 07:05:08,2022-03-31 07:05:08
313,,122,147.0,almost done,2022-05-10,1,open,90,green,,2022-03-31 07:05:26,2022-03-31 07:05:26
314,,122,147.0,almost done,2022-05-10,0,open,90,green,,2022-03-31 07:05:52,2022-03-31 07:05:52
315,,65,111.0,Should be done tomorrow. Need to document my meeting notes and get approval to proceed.,2022-04-12,0,open,70,green,,2022-03-31 13:46:19,2022-03-31 13:46:19
316,,140,182.0,Review the current documentation and prepare for meeting on Monday @ 10AM,2022-04-04,1,open,0,green,,2022-04-02 14:25:50,2022-04-02 14:25:50
317,,141,36.0,"US23-S, Mile 12.5 displayed as invalid within event creation window. Reference location at this point is ""1.88 Miles beyond Sterns Rd, Incident - Crash""",2022-04-30,1,open,0,green,,2022-04-02 15:28:04,2022-04-02 15:28:04
318,,64,36.0,"""I need to post a closure on SR-501 between National Rd and Ritchie Rd in Auglaize Co for a crash. It's not recognizing the mile marker at National Road and not allowing me to post. The incident is at the 7 MM and it won't even let me do that. Same with trying to post it anywhere within that stretch.""",2022-04-30,1,open,0,green,,2022-04-02 15:28:20,2022-04-02 15:28:20
319,,142,36.0,DESTAPE Data Re-Config: SR-161 - Replace M-Milepost data with P-Mileposts,2022-04-30,1,open,0,green,,2022-04-02 15:29:35,2022-04-02 15:29:35
320,,142,36.0,SR-161 DESTAPE Data Re-Config,2022-04-30,1,open,0,green,,2022-04-02 15:30:06,2022-04-02 15:30:06
321,,143,36.0,US-33 DESTAPE Data Re-Config,2022-04-30,1,open,0,green,,2022-04-02 15:30:58,2022-04-02 15:30:58
322,,144,23.0,Review Mike's Feedback and update accordingly,2022-04-15,1,open,50,green,,2022-04-02 15:32:09,2022-04-02 15:32:09
323,,23,30.0,Mitchel to send email to Nate & Todd RE: Tunnel Response Plans.,2022-04-04,0,open,75,green,,2022-04-02 15:35:44,2022-04-02 15:35:44
324,,21,30.0,"Nate to send Mitchel the latest response spreadsheet - Includes RC response messaging for 'IN', 'BI', and first DMS response.",2022-04-08,1,open,30,green,,2022-04-02 15:35:56,2022-04-02 15:35:56
325,,20,30.0,"New addition; cause-specific response plan (cause = ""special event"").",2022-04-30,0,open,0,green,,2022-04-02 15:36:10,2022-04-02 15:36:10
326,,19,30.0,"""NO CNG"" cause (""No Natural Gas"") is left to be updated in SAE. Nate/Todd to send graphic to be used with this template. Step 1 is to create new templates and cause to be used in staging, then request image from Nate/Todd.",2022-04-30,1,open,15,green,,2022-04-02 15:36:25,2022-04-02 15:36:25
327,,39,30.0,Review with Nate/Todd to approve new changes to response messaging.,2022-04-30,1,open,20,green,,2022-04-02 15:36:36,2022-04-02 15:36:36
328,,23,30.0,Mitchel to send email to Nate & Todd RE: Tunnel Response Plans.,2022-04-04,1,open,75,green,,2022-04-02 15:36:45,2022-04-02 15:36:45
329,,138,153.0,"Bug report created -- Since the county selection list is presented based on the areas within the county shapefile, the fact that there are areas missing means there might be a larger issue at hand.",2022-05-31,1,open,20,green,,2022-04-02 15:38:46,2022-04-02 15:38:46
330,,145,153.0,"Task List ""Services"" are matching within RM service logs, however are not being included in the Task List Response. Potential bug report needed - Alex to do an investigation.",2022-04-08,0,open,60,green,,2022-04-02 15:40:20,2022-04-02 15:40:20
331,,146,153.0,ATMS Weather Meeting - Need to reply and schedule time for meeting discussed previously.,2022-04-04,0,open,0,green,,2022-04-02 15:42:06,2022-04-02 15:42:06
332,,147,183.0,Review Documents,2022-04-08,1,open,0,green,,2022-04-02 15:45:16,2022-04-02 15:45:16
333,,148,183.0,Schedule Covid test for travel,2022-04-04,1,open,20,green,,2022-04-02 15:45:55,2022-04-02 15:45:55
334,,149,183.0,Book flights to PTC through Engencia,2022-04-05,1,open,10,green,,2022-04-02 15:46:53,2022-04-02 15:46:53
335,,140,182.0,Review the current documentation and prepare for meeting on Monday @ 10AM,2022-04-04,1,closed,100,green,,2022-04-04 09:34:14,2022-04-04 09:34:14
336,,150,182.0,"Use Bertina's OneNote files & Anthony's spreadsheet to begin refining the User Manual - First need to review track changes in comparison to OneNote. Then to remove clutter,  and determine a colour coding highlight system to differentiate between the 3 bridge groups (IBA, BWB, FBCL). Provide status update by end of week (April 8th).",2022-04-08,1,open,0,green,,2022-04-04 09:41:31,2022-04-04 09:41:31
337,,151,153.0,Update to 3 lanes on I-76 from 200.8 to 226.8.,2022-04-08,1,open,0,green,,2022-04-04 11:17:25,2022-04-04 11:17:25
338,,146,153.0,Meeting scheduled for April 11 @ 1:00PM,2022-04-04,1,open,100,green,,2022-04-04 11:49:55,2022-04-04 11:49:55
339,,146,153.0,Meeting scheduled for April 11 @ 1:00PM,2022-04-04,1,closed,100,green,,2022-04-04 11:50:03,2022-04-04 11:50:03
340,,145,153.0,"ATMS Staging Testing reveals that planned events (Diversions, Planned, Road Conditions) are not activating service tasks, whereas incidents (Congestion, Incidents) are activating correctly.",2022-04-08,0,open,60,green,,2022-04-04 11:55:05,2022-04-04 11:55:05
341,,152,135.0,Create solar panel guidelines for architectural standards,2022-04-07,0,open,0,green,,2022-04-05 09:02:58,2022-04-05 09:02:58
342,,120,128.0,Email with Rick Deans @ RVC revealed that the line has been decommissioned and poses no threat to fire suppression in the future. The fire department has inspected and tagged the de-rated hydrants so they are aware of how to appropriately use them in an emergency situation. Rick offered to investigate the cost of re-looping second line to phase two but it was implied that the condo corp would foot the bill. No further action at this time. Forwarded email correspondence to the board.,2022-03-31,0,closed,100,green,,2022-04-05 09:12:36,2022-04-05 09:12:36
343,,114,128.0,Attend meeting April 4 @ 1pm - 2pm at Tuscany Fire Station Board Room,2022-04-04,0,closed,0,green,,2022-04-05 09:12:51,2022-04-05 09:12:51
344,,113,129.0,Attend meeting April 4 @ 1pm - 2pm at Tuscany Fire Station Board Room,2022-04-04,0,closed,100,green,,2022-04-05 09:13:04,2022-04-05 09:13:04
345,,112,131.0,Attend meeting April 4 @ 1pm - 2pm at Tuscany Fire Station Board Room,2022-04-04,0,closed,100,green,,2022-04-05 09:13:12,2022-04-05 09:13:12
346,,110,128.0,Meeting agenda and supporting documents emailed to Henry & Rhonda.,2022-03-31,0,closed,100,green,,2022-04-05 09:13:46,2022-04-05 09:13:46
347,,149,183.0,Booked and approved by Alex,2022-04-05,1,open,100,green,,2022-04-05 12:24:52,2022-04-05 12:24:52
348,,153,183.0,PTC Trip Hotel,2022-04-06,0,open,0,green,,2022-04-05 12:25:21,2022-04-05 12:25:21
349,,149,183.0,Booked and approved by Alex,2022-04-05,1,closed,100,green,,2022-04-05 12:25:38,2022-04-05 12:25:38
350,,148,183.0,Covid Results complete,2022-04-04,1,closed,100,green,,2022-04-05 12:26:11,2022-04-05 12:26:11
351,,154,182.0,Wednesday Updates to be made,2022-04-06,1,open,0,green,,2022-04-05 12:30:03,2022-04-05 12:30:03
352,,155,182.0,Thursday Work,2022-04-07,1,open,0,green,,2022-04-05 12:30:59,2022-04-05 12:30:59
353,,155,182.0,Thursday Updates to be made,2022-04-07,1,open,0,green,,2022-04-05 12:31:15,2022-04-05 12:31:15
354,,156,182.0,Friday Status Update & Work,2022-04-08,1,open,0,green,,2022-04-05 12:31:42,2022-04-05 12:31:42
355,,145,153.0,"From Alex: Need to add ""External Agency"" to the general response for ALL missing event types and then finish the config.",2022-04-08,0,open,85,green,,2022-04-05 15:52:43,2022-04-05 15:52:43
356,,145,153.0,"From Alex: Need to add ""External Agency"" to the general response for ALL missing event types and then finish the config.",2022-04-05,0,open,85,green,,2022-04-05 15:52:55,2022-04-05 15:52:55
357,,23,30.0,Mitchel to send email to Nate & Todd RE: Tunnel Response Plans.,2022-04-05,1,open,75,green,,2022-04-05 15:54:01,2022-04-05 15:54:01
359,,153,183.0,Residence Inn or Sheridan Hotels - Alex,2022-04-06,1,open,50,green,,2022-04-06 14:04:03,2022-04-06 14:04:03
360,,152,135.0,To be approved at BOD meeting April 7,2022-04-07,0,closed,100,green,,2022-04-06 14:08:33,2022-04-06 14:08:33
361,,145,153.0,Responded to Todd's email - Currently Testing and need to determine source of bug.,2022-04-15,0,open,85,green,,2022-04-06 14:53:40,2022-04-06 14:53:40
362,,153,183.0,Sheridan Booked,2022-04-06,1,closed,100,green,,2022-04-07 06:11:31,2022-04-07 06:11:31
363,,144,23.0,Moved to Maintenance Project,2022-04-15,1,closed,100,green,,2022-04-07 06:12:54,2022-04-07 06:12:54
364,,158,36.0,Review with Mike to determine implementation.,2022-04-15,1,open,80,green,,2022-04-07 06:14:07,2022-04-07 06:14:07
365,,145,153.0,"Need to create JIRA, client facing ticket - Bug report created in DevOps - Need to confirm source of error with devs.",2022-04-15,0,open,85,green,,2022-04-07 06:18:50,2022-04-07 06:18:50
366,,159,153.0,"Part 1: [ATMS Construction/workzone feed does not include enough information. Ideally the public would be informed as to what interchanges (exists) are closed/impacted from closures/workzone]. Part 2: [Additionally, the public website should be consuming the ATMS API(s) for travel advisories but is still using feeds from iLog as ATMS travel advisory APIs do not contain interchange (exit) information.]",2022-06-30,0,open,0,green,,2022-04-07 06:25:58,2022-04-07 06:25:58
