id,creator_id,category_id,title,body,created_at,updated_at
69,1,18,Work Week: Project Settings,"<h2><a name=""_Toc69397664""></a>Work Week: Project Settings</h2>
<ul>
<li>A project Work Week is set in Project Settings with the option for either a 5 or 7 day work week. The default is set at 5 Work Days per week.</li>
<li>It is important to note that multiple system generated results in Traxidy are based on the Work Week and number of Work Days you have set for your project. The following numbers in Traxidy are affected by this setting:
<ul>
<li>Original Work Days (Project Information)</li>
<li>Approved Revised Work Days (Project Information)</li>
<li>Added Work Days (Project Status)</li>
<li>Total Work Days (Project Status)</li>
<li>Work Days To Date (Changes)</li>
<li>Time Duration Complete (Changes, Constraints GYR)</li>
<li>Work Days Remaining (Dashboard Project Records, Changes)</li>
<li>Actual Work Days (Project Information)</li>
<li>Due Status (AID)</li>
<li>Due in # Days or Past Due by # Days (AID)</li>
<li>% Project Timeframe (Overall Project Status Color &amp; % Project Timeframe Complete bar)</li>
</ul>
</li>
<li>The Work Week of 5 or 7 Days per Week <u>is project specific</u> and can be easily set for each project in <strong>Project Settings</strong>.</li>
<li>From the Project Top Navigation Bar, click on the Settings Gear to go to Project Settings. From Project Settings, select Dates, Time Zone &amp; Meeting Types. Choose the appropriate Work Days setting for your project.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/FxomssMqn59DRs2ULW77jotPxyFsm03nE2K7kG9G.jpg"" /></p>",2021-12-13 15:45:34,2021-12-13 15:45:34
70,1,18,Making Approved Changes to Schedule,"<h2><a name=""_Toc69397665""></a>Making Approved Changes to Schedule</h2>
<p>Changes to the project timeframe may include changes to the original schedule, and a change to the Project End Date, which will then impact the overall number of work days and the number of work days remaining.</p>
<p>&nbsp;</p>
<ul>
<li><strong>Approved Revised End Date</strong> &ndash;if a project schedule change has been approved, record it in the Project Information Area. Hover over the Approved Revised End Date and the section will turn grey allowing you to enter in the latest, newly revised end date. <br /><br />
<ul>
<li>The update to the Approved Revised End Date will also automatically update the information in the Project Status Area.<br /><br /></li>
<li>A record of all the adjustments to the Original End Date will be kept in the Project Information Area for your reference if needed.</li>
</ul>
</li>
</ul>
<p>Changing the Original End Date Instead of the Approved Revised End Date</p>
<p>When setting the Original End Date, there is a <strong>status</strong> setting of <strong>Firm or Estimate.</strong> A Firm date status would imply that an agreed-upon end date for the project has been approved and from that point onward it will require a Change Request to move/revise this date.</p>
<p>&nbsp;</p>
<p>Traxidy supports this assumption by presenting a <strong>pop-up warning</strong> if there is an attempt to edit the <strong>Original End Date</strong> once the status is <em>Firm</em>.</p>
<p>&nbsp;</p>
<ul>
<li>Don&rsquo;t worry, Traxidy <u>allows you to edit the original End Date</u> even if the date status is &lsquo;Firm&rsquo;. It is important to know that Traxidy keeps track of all the Approved Revised End Date changes throughout the project timeframe. Having a record of these changes is valuable to the integrity of the project information and reporting.</li>
</ul>
<p>&nbsp;</p>
<p>A record of all the historic changes to the Original End Date will be available there in the</p>
<p>Project Information Area by clicking on the History icon.<img src=""https://backend-apis.traxidy.com/storage/uploads/lhB8LQOsrPIx8H3mDoHr82qF15MSlVYpIVW2PUHX.jpg"" /></p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/eIVUsH84eyEo0SDAyhqd7V7Pnh1TAXyuoonk6wu1.jpg"" width=""692"" height=""335"" /></p>
<h3><span style=""color: #0025fd;""><em>Tips!</em></span></h3>
<p>We recommend that you keep the Original Project End Date intact and not over-write it. Keep a record of the changes to the original approved schedule by indicating the new end date in the Approved Revised End Date in the <strong>Project</strong> <strong>Information</strong> Area.</p>
<h3>&nbsp;</h3>",2021-12-13 15:49:26,2021-12-13 15:49:26
71,1,19,The Change Request Form,"<h2>Change Request Form</h2>
<p>Traxidy provides an automated Change Request Form making it easier to request approval for a change to the approved Project Plan, Scope, Schedule, or Budget.</p>
<p>&nbsp;</p>
<p>The Change Request Form has two parts:</p>
<ol>
<li><strong> </strong>The current <strong>details</strong> of the change</li>
<li><strong> </strong>Additional important <strong>notes</strong> to be added</li>
</ol>
<h3><a name=""_Toc63758158""></a>1. Details</h3>
<ul>
<li>To get started with a Change Request (CR) Form, start on the specific Project Changes Area and click on the current Change Record to open the Change Record Details Window.</li>
<li>Review the CR details in the Change Details Window including the impacts and Reason for Change.</li>
<li>Next, click on the main action button, <strong>Create Change Request Form </strong>button<strong>.</strong></li>
<li>The Change Request Form details will be auto-populated from the record details and presented for your review.</li>
<li>Review and click the <strong>Continue </strong></li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/fdVj8ELr1lJsSw7chTJhqejzxtX8okJC7tvhjoI6.jpg"" /></p>
<h3>2. Notes</h3>
<ul>
<li>Next, add your notes to outline the <strong>Benefits of the Change</strong> and the outcomes.</li>
<li>Also, add your notes about the potential <strong>Impact if the Change is not made</strong>.</li>
<li>Click the <strong>Create Change Request Form </strong>button<strong>.</strong></li>
<li>Send the Change Request (CR) Form to the Approver to gain approval.</li>
<li>Saved Change Request Forms will be available for your reference in your <strong>CR Form </strong><strong>Records </strong>tab<strong>. </strong></li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/g5ZMQDZ6n89kxjiqeLGw1mVyuCa1wdnYaH1Yiuxe.jpg"" width=""478"" height=""461"" /></p>
<p>&nbsp;</p>
<h3><span style=""color: #0025fd;""><em>Tips!</em></span></h3>
<p>Keep the information in the notes, concise and to the point. Remember that the full extent of the change and its impact on the project is already very clear in the Change Details (Schedule and Costs).</p>
<p>&nbsp;</p>",2021-12-13 15:53:12,2021-12-13 15:57:47
72,1,20,Capture Project Learnings,"<h2>Capture Project Learnings</h2>
<p>The <strong>Learnings </strong>Area is used for capturing your project notes, ideas and lessons learned throughout the project. This area is all about learning from your experience and optimizing project performance and success. Use the information for yourself, share and discuss with team members and use for Post Project Reviews. Learn during the project timeframe and improve project delivery results and team and client satisfaction.</p>
<p>&nbsp;</p>
<p>Easily record detailed notes and ideas including actions to repeat and opportunities to explore/change in your next project. Sort, search and reference your notes at any time. Remember that other project managers, taking on similar projects in the future, may learn from this information as well.</p>
<p>&nbsp;</p>
<h3>4 Pieces of Information</h3>
<p>There are key pieces of learning information to collect as part of lessons learned including impact, business area, issue and impact descriptions and next time. The Traxidy Learn &amp; Improve model makes it easier to retrieve/sort learnings and information for any Post Project Review or Post Mortem.</p>
<p>From the <strong>Learnings</strong> Area click the <strong><em>+ New Learning</em></strong> button to open the New Learning window.</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/SOdc1SCSFAa24Hqq2B79vEjKHq5i5BaFcwAkA3OX.jpg"" width=""710"" height=""248"" /></p>
<h3>Impact on Project (+/-)</h3>
<p>Simply select either the plus sign &ldquo;+&rdquo;, for a positive impact or the negative sign &ldquo;-&ldquo;, if the learning had a negative impact on the project.</p>
<p>Some situations that arise during a project have a negative effect and some have a positive effect. Some lessons learned have a positive impact on project results and are learnings that we want to repeat.</p>
<p>&nbsp;</p>
<h3>Main Business Area Involved</h3>
<p>The Main Business Area involved in the learning is a main aspect of the information collected and helps to align ownership with suggested changes that may be required in the project delivery process. Knowing the Main Business Area and opportunities to work differently next time may also help to improve project quality and outcomes.</p>
<p>&nbsp;</p>
<h3>Issue Description &amp; Impact on Project</h3>
<p>The <em>What</em>: The <strong>Issue Description</strong> captures the details of the learning situation that you think should be repeated (good/+) or not repeated (not good/-) for the next project. &ldquo;What went <em>well</em>?&rdquo; or &ldquo;What went <em>wrong</em>?&rdquo;</p>
<p>&nbsp;</p>
<p>The <em>How</em>: The <strong>Impact on Project</strong> describes how the project was affected by the situation. This typically involves key constraints including scope, schedule and budget.</p>
<p>&nbsp;</p>
<h3>Learn &amp; Improve for Next Time</h3>
<p>Add the description of what you have learned and will use to Improve for Next Time. This include a new approach, a new solution or a process change. This learning should align with the Main Business area Involved.</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/HJuXjjCX0DMXkLA7i2f69e7D2QMeBDeg0W7eP02p.jpg"" width=""511"" height=""399"" /></p>
<p>&nbsp;</p>
<h3><span style=""color: #0025fd;""><em>Tips!</em></span></h3>
<p>It is important to <strong>Learn &amp; Improve</strong> through the recognition of what can be done better. This will help to provide the continuous improvement of your abilities and the project results. It is also vital to include &ldquo;What went well?&rdquo; as a part of any post project review discussion to determine various aspects of the project delivery that need to be repeated.</p>
<h3><span style=""color: #0025fd;"">Best Practice</span></h3>
<p>There is no reason to wait until the end of a project to capture lessons learned. Don't wait for a Post Project Review to record the information. Record your experiences, ideas and learnings, positive and negative as they happen. Also:</p>
<ul>
<li>Don&rsquo;t hesitate to indicate Project Management as the Main Business area Involved.</li>
<li>Be sure to review your notes before starting any other projects. This will help you and your team to learn and improve for next time.</li>
<li>Leverage your Project learnings notes to support the post project review or post mortem.</li>
</ul>",2021-12-13 16:03:22,2021-12-13 16:06:20
73,1,20,Learn & Improve,"<h2>Learn &amp; Improve</h2>
<p>The <strong>Learn &amp; Improve</strong> Area is found on the Main Menu and contains the <strong>All Learnings</strong> Area containing of all the learnings by project, for your reference. This is the definitive list of everything you have learned to do differently or should continue to do as you manage your projects.</p>
<p>&nbsp;</p>
<p>Use the record titles to sort or the Search bar to find specific information as needed.</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/XrG0hnqnhw5lc7J20rOsKIqUJaiTti4ySqmzBJvt.jpg"" width=""867"" height=""222"" /></p>",2021-12-13 16:07:16,2021-12-13 16:07:16
74,1,21,List of Available Reports & Forms,"<h2>List of Available Reports &amp; Forms</h2>
<p>&nbsp;</p>
<ul>
<li>Project Information Report</li>
<li>Meeting Minutes Report</li>
<li>Actions Issues Decisions AID Report</li>
<li>Constraints GYR Report</li>
<li>Project Status Report</li>
<li>Change Request Form</li>
</ul>
<p>&nbsp;</p>
<h3>Two Ways to Save &amp; Print Reports</h3>
<p>Most Traxidy Areas provide the ability to easily tailor and export a report file of area records. Save, print, present, email and share the project area reports with team members and stakeholders.</p>
<p>Use the <strong><em>Export</em></strong> button.</p>
<p>&nbsp;</p>
<h3><img src=""https://backend-apis.traxidy.com/storage/uploads/4ePGrovXMQLl8WAlHSb3aCVzEF3E2Ulby0xf49e3.jpg"" /> &nbsp;<strong>Export</strong></h3>
<ol>
<li>Select and click the <strong><em>Export</em></strong> button on the Traxidy Areas.</li>
<li>Choose how you want the information to be filed as a PDF or printed.</li>
</ol>
<p>&nbsp;</p>
<h3>Use the 'Print Screen' Ability</h3>
<p>Close the Traxidy Main Menu (click the 'sandwich' or 'hamburger' button) and use the print screen buttons or Clip/Snip app to obtain a 'print' or file of the specific information, directly from the screen.</p>",2021-12-14 06:54:21,2022-03-05 10:01:34
76,1,21,Project Information Report,"<h2>Project Information Report</h2>
<h3>Best Use of Report</h3>
<p>At the start of a project, the <strong>Project Information Report</strong> can be used to support a Project Charter or high-level overview for your Sponsor or Client.</p>
<p>As the project proceeds, this information can provide a lead page and support any report involving the project.</p>
<h3>&nbsp;</h3>
<h3>Description of Report</h3>
<p>The <strong>Project Information Report </strong>shows the current information regarding the project including dates, work days, constraints, deliverables, milestones and charts showing the Issues, Actions, Risks and Changes.</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/zv1q31g1ZHrYaDoPwNCVwU5eBjGnVUk3I1yv5O4h.jpg"" /></p>",2021-12-14 13:38:56,2021-12-14 13:38:56
77,1,21,Meeting Minutes Report,"<h2>Meeting Minutes Report</h2>
<p>&nbsp;</p>
<h3>Best Use of Report</h3>
<p>The Meeting Minutes Report is a follow-up summary report of <strong>any</strong> project meeting including meetings scheduled in Traxidy, unscheduled and ad-hoc meetings.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<h3>Description of Report</h3>
<p>&nbsp;</p>
<p>The <strong>Meeting Minutes (MM) Report</strong> easily tracks and summarizes your project meeting information, details and discussion points regarding Issues, Actions, Risks and Changes.</p>
<p>&nbsp;</p>
<p>The Meeting Minutes Report<strong> </strong>for<strong> scheduled </strong>meetings<strong> </strong>indicates the meeting date, participants in attendance, and the latest, most up-to-date project details including Issues, Risks, Changes and Decisions that were started or updated during that meeting. You can also tailor the report to include additional comments if needed.</p>
<p>&nbsp;</p>
<p>The<strong> </strong>Meeting Minutes Report for<strong> unscheduled </strong>meetings can also be easily created by simply adding in meeting details including Subject, Date &amp; Time and Meeting Type. Add attendees, comments and select the specific AID, Risks and Changes that were part of the meeting.</p>
<p>&nbsp;</p>
<p><strong>Note</strong>: Only the latest and most recent information is shown on the form (not the historical information).</p>
<p>&nbsp;</p>",2021-12-14 13:45:44,2022-04-18 15:53:04
78,1,21,Constraints GYR Report,"<h2>Constraints GYR Report</h2>
<h3>Best Use of Report</h3>
<p>The Constraints GYR Report is best used as part of project Status Meetings and Sponsor/Client Updates.</p>
<h3>Description of Report</h3>
<p>The <strong>Constraints GYR Report </strong>indicates the latest status/color of the overall project and each of the key constraints and the most current comments. Any <em>Additional Key Constraint</em> being monitored will also be on the report. Important aspects of this report include the PM assessment and estimate of project <em>Work Complete</em> and <em>Certainty of Project Success</em>.</p>
<p>The Report includes at-a-glance graphics that shows the historical and Overall Project GYR Trend and status, the Time Duration Complete Chart that indicates project work days complete and the project delivery phases that highlights the Current Delivery Phase.</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/yEUpSWO1sWRRip7BWjjJCPMyvUQefhGvxR5QCVXg.jpg"" /></p>",2021-12-14 14:39:16,2021-12-14 14:39:16
79,1,21,Project Status Report,"<h2>Project Status Report</h2>
<p>&nbsp;</p>
<h3>Best Use of Report</h3>
<p>The Project Status Report is best used to provide a real-time, tailored view and presentation of the current project status. This report is designed to save you time and make it easy to present, communicate, discuss and share the Project Status with key stakeholders and team members.&nbsp;</p>
<p>&nbsp;</p>
<h3>Description of the Report</h3>
<p>The <strong>Project Status Report</strong> provides a single, real-time view of the project details, status and assessment that is automatically updated from other Traxidy Areas. The report includes:</p>
<ul>
<li>Project and Overall GYR Trends, Issues and Actions Overview, Risks, Change Management and Key Constraints GYR and Project Details including dates, Work Days, &shy;&shy;Financial Impacts, PM estimates, and more.</li>
</ul>
<p>Tailor the report and easily add your comments to the Overall Status and Actions to Change Status, add/update Milestones, Key Accomplishments and Next Steps. You can also hide specific areas if they are not needed as part of the Project Status Report and discussion. &nbsp;</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/zNC6iFpcvJi1zbzSHxdsh9LVcUxxHKNgZ7rbWFbz.jpg"" /></p>",2021-12-14 15:27:15,2022-04-18 15:49:25
80,1,21,Change Request Form,"<h2>Change Request Form</h2>
<h3>Best Use of This Form</h3>
<p>The Change Request Form acts as a formal record and official request that can be used in any Change Management Process and it acts as a record of the agreed change to the previously approved project plan (scope, time and budget).</p>
<h3>Description of the Form</h3>
<p>The <strong>Change Request Form </strong>pulls existing information that is entered and part of the Change record in Traxidy and provides a guide for additional comments and important details typically needed by the reviewer and approver.<br /><br /></p>
<p>The inputs only needed when creating the form are:</p>
<ul>
<li><strong>Benefits of the Change: </strong>indicate the best outcome for the project if the change is made to the project.</li>
<li><strong>Impact if the Change is NOT Made: </strong>it is important to inform the approver of the outcome of the project based on the current situation and without a change being made. This helps to gain approval for the change for all the right reasons.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/H9GGVyqyiJrnkDSVG8akZbRwoyS7psN01lPczZXD.jpg"" /></p>",2021-12-14 15:29:07,2021-12-14 15:29:07
81,1,22,Closed Projects Details,"<h2>Closed Projects Details</h2>
<p>&nbsp;</p>
<p>The <strong>Closed Projects</strong> Area provides a historical record of your projects that have a project Mode of <strong>Closed.</strong> All project areas and details remain intact and available for your reference.</p>
<p>Once a project is closed in Traxidy, it moves from being an active and open project that is tracked, managed and reported on in the Dashboard and all the associated Project Areas, and moves to the Closed Projects Area. <strong>All notifications will stop and Contacts with Contributor or Reviewer access will no longer be able to see the the project.</strong></p>
<ul>
<li>Closed Projects can be accessed from the Main Menu, under Projects and select the <strong>Closed Projects</strong></li>
</ul>
<p>&nbsp;</p>
<h3>Change Project Mode to &lsquo;Closed&rsquo;</h3>
<p>Moving a Project from active (open, on hold, cancelled) to closed requires a change in mode. From the <strong>Project Information</strong> Area, choose the Mode from the drop-down menu to be <em>Closed</em>.</p>
<ul>
<li>A pop-up window will appear, requesting a formal confirmation that you want to move the Project from being actively tracked, managed and reported on, to being Closed. Simply confirm, and your project will be moved into the Closed Projects Area.</li>
</ul>
<p>Closed Projects can be accessed and referenced at any time. In addition, if needed, a Project can be moved from Closed Status back to Open Status. Go to the Closed Projects Folder, select the specific Project and in the Project Information Area, update the mode to <em>Open</em>.&nbsp;</p>",2021-12-14 15:33:41,2022-03-05 10:03:48
82,1,23,All Contacts Overview,"<h2>All Contacts Overview</h2>
<ul>
<li>The All Contacts Area is available from the Main Menu. The contact information includes all the details from the project specific Contacts Area and lists any projects that these contacts have been associated with, in the Contact record details.</li>
<li>All Contacts are sorted into tabs for easy review and access including All (All Contacts), Team Members, Key Stakeholders and Clients.&nbsp;</li>
</ul>
<p>&nbsp;</p>",2022-01-03 06:58:26,2022-01-03 07:07:43
83,1,24,All Learnings Overview,"<h2>All Learnings Overview</h2>
<p>&nbsp;</p>
<ul>
<li>The All Learnings Area can be reached from the Main Menu under the Learn &amp; Improve Area.</li>
<li>The learnings details include all of the recorded project lessons learned and impacts from the project specific Learnings Area and also lists the project name that the learning information was connected with.</li>
<li>Use the record titles to sort the learnings across all projects or use the Search bar and type a keyword to find specific information.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/TOpjyorEOZN33SY3zJbYCuIsUZkxTKOhZxFCJFrt.jpg"" width=""1166"" height=""383"" /></p>",2022-01-03 07:06:03,2022-03-05 09:50:45
84,1,23,Add or Import Contacts to a New Project,"<h2>Add or Import Contacts to a New Project&nbsp;</h2>
<p>&nbsp;</p>
<ul>
<li>The All Contacts list helps you save time by allowing you to import and sync any of your existing contacts with a new project.</li>
<li>As you start a project and open the Contacts Area, select the Import button and Select Contacts From Any Project.</li>
<li>Start to search for any name you have already used as a Contact in any project, or use the scroll bar and then select the person(s) you want to add then select Add Contacts to Project button</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/dOk6rrAKFuU3tzuU9lE7a8L3JjcJoDhIMme31DSO.jpg"" /></p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/W4q1aVzHVk2ODXZ4q5Ei3RTTMOgVMHdNtpsOpDjJ.jpg"" width=""663"" height=""256"" /></p>
<p>&nbsp;</p>
<h3>ADD Details: Meeting Membership, Role and Access Type</h3>
<ul>
<li>As each contact is put into the Contacts list for the project, ensure that each one has the proper Meeting Membership for this project and ensure their Project Role and Access Type for this project are also correct. Click the individual record to open the Contact details to make changes.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/Ci7ioqg2mt2Q6mSO5WStRF1APv6V9R7Y2IF8nLFZ.jpg"" /></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",2022-01-03 10:02:58,2022-03-05 09:50:30
85,1,25,Complete the Feedback Form,"<h2>Complete the Feedback Form</h2>
<p>&nbsp;</p>
<h3>We want to hear from you!</h3>
<ul>
<li>Share your feedback and ideas with the Traxidy team. We are always looking to improve Traxidy and value your comments.&nbsp;</li>
<li>Start by clicking on Feedback in the Main Menu or from the drop-down menu under your avatar, to open the Feedback Form.&nbsp;</li>
<li>Use the drop-down menus to record the information you want to share and let us know your suggestions including feature ideas and how important they are to you, i.e. whether nice to have, important or critical.&nbsp;</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/X7hRwcK0zctlRwGP9STMxhgPGyJybzZgG45islyS.jpg"" width=""369"" height=""399"" /></p>
<h3>&nbsp;</h3>
<h3>Feedback Information</h3>
<p>&nbsp;</p>
<p><strong>Feedback Type</strong> (a required field) - Choose your feedback type from our drop-down menu including general product feedback, feature requests or improvements, or bugs.</p>
<p>&nbsp;</p>
<p><strong>Traxidy Area</strong> &ndash; Select the Traxidy Area from our drop-down menu that is most connected with your feedback.</p>
<p>&nbsp;</p>
<p><strong>Title </strong>- Let us know a general title to help us categorize your feedback.</p>
<p>&nbsp;</p>
<p><strong>Details</strong> (a required field) &ndash; Please provide as much information as you can.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Submit Feedback Button</strong> &ndash; Thank you for your comments. Your feedback will be reviewed by the Traxidy product team and forms a key part of our product development.&nbsp;</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/iu4NBYR8OWVJiN2rXoG164jyTPGvm1Tp6vJQvDkJ.jpg"" width=""394"" height=""369"" /></p>
<p>&nbsp;</p>
<p><strong>Note: </strong>the Traxidy website also provides a form for anyone to contact us. The location is <a href=""https://traxidy.com/contact-us/"">traxidy.com/contact-us</a></p>
<p>&nbsp;</p>",2022-01-03 10:11:49,2022-04-18 15:51:17
86,1,26,Refer Colleagues & Friends,"<h2>Refer Colleagues &amp; Friends</h2>
<ul>
<li>When your colleagues and friends join Traxidy, you can earn up to 4 weeks of Traxidy for free!</li>
<li>Use the Traxidy Rewards Area to help your fellow PMs&mdash;let colleagues and friends know about Traxidy and earn credits.&nbsp;</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/j9hP0vGYKtWud3dFdeXtfbO9UUAqjDInfEw4Mh9z.jpg"" width=""833"" height=""473"" /></p>
<h3>Click to Invite and Refer a Colleague or Project Manager (PM) *</h3>
<p>This is a quick two-step process.&nbsp;</p>
<ol>
<li>Click the Invite button and enter the email of the person you would like to refer to use Traxidy. Click the plus sign to enter the email address.</li>
<li>Click the Send Invites button. You will be cc&rsquo;d on the email sent out by Traxidy. View the email template in the section below. Refer multiple colleagues and friends anytime.&nbsp;</li>
</ol>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/SA66xDMaFcEQzTkfehBYDIvqe9zcd7QcD8eBsaVK.jpg"" width=""583"" height=""252"" /></p>
<h3>Check Your Rewards Status Anytime</h3>
<ul>
<li>Select the Rewards Area from the Main Menu or from your Account Avatar to view your current rewards status.</li>
<li>You will earn Traxidy credits of one week free for each referral that gets started with Traxidy, up to a maximum of four weeks of Traxidy free.&nbsp;</li>
</ul>
<p><strong>* To qualify for Traxidy Rewards</strong> each referral email address must be unique and can only be submitted once. Referrals will only be accepted if the person referred is not an existing or previous Traxidy member. You must be a current Traxidy member to receive credits. The limit is 4 weeks (28 days) free.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",2022-01-04 05:41:58,2022-01-04 05:43:25
87,1,26,How Rewards Work,"<h2>How Rewards Work</h2>
<ul>
<li>Whether you are still using a free trial or have a paid Membership, you&rsquo;ll receive an additional free week of Traxidy, each time one of your referrals starts a free trial and/or a paid Membership with Traxidy</li>
<li>As your colleague signs up for the free trial or the membership, you will earn a free week up to a maximum of four (4) weeks.&nbsp;</li>
<li>You will see your total of free weeks in the Rewards Area of Traxidy.</li>
<li>Rewards are connected to your Traxidy account email for both the free trial and a paid Membership.</li>
</ul>
<h3><br />Email Invitation</h3>
<p>Here is what the Email Invitation to your colleague or friend will look like.</p>
<p><strong>cc:</strong> your.email@yours.com<br /><strong>Subject:</strong> You have been invited to Traxidy</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/2lrkvFkNmncn2sYzuyWuxpEipjzQcswUgpyCWcDf.jpg"" width=""170"" height=""51"" /></p>
<p><strong>You Have Been Invited to be a Traxidy Member</strong></p>
<p>Hi,</p>
<p>&lt;Your Name here&gt;, started using Traxidy, a new application created for Project Managers and thought you would want to try it.</p>
<p>Sign up to Traxidy with their personal link below.</p>
<p>Traxidy helps Project Managers (PMs) with real day-to-day project work for better results. It simplifies project issue and priority management for PMs in any industry.&nbsp;</p>
<p>Traxidy is Project Tracking Management software for PMs that will organize, track, prioritize, report and communicate on all project issues, actions, risks, changes and status with the flexibility to complement any project management methodology and project management platform.&nbsp;</p>
<p>&bull; It&rsquo;s free to get started!<br />&bull; Easy to use and purposely built for Project Managers by Project Managers&nbsp;<br />&bull; Complements your existing project management tools</p>
<p>Track a better project journey with Traxidy</p>
<p><a href=""tinymce/tinymce/tinymce/tinymce/tinymce/tinymce/tinymce/tinymce/tinymce/www.traxidy.com"">www.traxidy.com</a></p>
<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<img src=""https://backend-apis.traxidy.com/storage/uploads/MCKJbcwY7wPDzB3tC53PaJFQ25Awp2GirMuRHHY0.jpg"" width=""105"" height=""33"" /></p>
<h3>Tracking Your Rewards</h3>
<ul>
<li>The Rewards Area shows a set of Rewards Records outlining the date, the email of the Colleague that you believe will benefit from using Traxidy, and then a list of whether the colleague has been sent the introduction through Traxidy on your behalf, whether they have started their free trial and the reward you have received because of that connection signing-up for Traxidy.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/IPgK0x1wvAFTBf4k0tlqphD7vh8BAvUty4p6Ac5A.jpg"" /></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",2022-01-04 05:47:52,2022-01-04 06:34:23
88,1,28,Setup Contacts for Collaboration,"<h2>Setup Contacts for Collaboration</h2>
<p>&nbsp;</p>
<p>The use of collaboration access in Traxidy can be a real time-saver. When recording any of your Contacts within Traxidy, the &rsquo;Collaboration Access Type&rsquo; option is a drop-down menu allowing you to setup the Contact as:</p>
<ol>
<li>A <strong>Reviewer </strong>of the multiple status areas within Traxidy but have no editing capabilities</li>
<li>A <strong>Contributor </strong>that can update only those Actions or Risks that show them as &lsquo;Owner&rsquo;.</li>
</ol>
<p>The collaboration access is available for the contact to be different for each project they are connected to, and so the contact could have both types of access through their email/account.&nbsp;</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/uqWdExkdrzz07bTiLujlNF55vIDDWvLb43VfQI7M.jpg"" width=""459"" height=""519"" /></p>
<p>&nbsp;</p>
<h3>&lsquo;Contributor&rsquo; Access Overview</h3>
<p>Contacts with Contributor Access can only see and edit items if they are an Owner of the item.</p>
<ul>
<li>Edit and update their Actions</li>
<li>Edit and update their Risks&nbsp;</li>
<li>View (only) of the Project Information</li>
</ul>
<h3>&nbsp;</h3>
<h3>&lsquo;Reviewer&rsquo; Access Overview</h3>
<p>Contacts with Reviewer Access can only see the areas within Traxidy that indicate the real-time status of any project they are connected to. The Reviewer does not have editing capabilities.&nbsp;<br />Areas for the Reviewer include; Project Information, Project Status, Constraints GYR and High-Level Plan.</p>
<h3>&nbsp;</h3>
<h3>The Access Level Indicator on the Main Menu</h3>
<p><br />The Access Level indicator on the bottom left of the main screen will show either, Full Access, Reviewer or Contributor.<br />Traxidy Members have Full Access and can also be a Reviewer and/or a Contributor, or all three.<br />Any person, not a Traxidy Member, can be a Contributor or a Reviewer or both.</p>
<h3>&nbsp;</h3>
<h3>Set the Access Level</h3>
<p>Change the Access Level indicator at any time to access any project you have been made a collaborator on by the Traxidy Member.</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/wWorisurFQJAmBP0pa9LgFoNHJ1LNT3E5tZDoNVq.jpg"" width=""1047"" height=""510"" /></p>",2022-01-04 11:52:12,2022-03-05 09:50:14
